timestamp,filepath,label,color,piece,square_name,square_index,h8_path,g8_path
20250826_155602_101732,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B4_20250826_155602_101732.png,empty,none,empty,B4,11,,
20250826_155602_101732,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B4_20250826_155602_101732_rot90.png,empty,none,empty,B4,11,,
20250826_155602_101732,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B4_20250826_155602_101732_rot180.png,empty,none,empty,B4,11,,
20250826_155602_101732,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B4_20250826_155602_101732_rot270.png,empty,none,empty,B4,11,,
20250826_155603_684247,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B5_20250826_155603_684247.png,empty,none,empty,B5,12,,
20250826_155603_684247,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B5_20250826_155603_684247_rot90.png,empty,none,empty,B5,12,,
20250826_155603_684247,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B5_20250826_155603_684247_rot180.png,empty,none,empty,B5,12,,
20250826_155603_684247,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B5_20250826_155603_684247_rot270.png,empty,none,empty,B5,12,,
20250826_155604_933205,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B6_20250826_155604_933205.png,empty,none,empty,B6,13,,
20250826_155604_933205,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B6_20250826_155604_933205_rot90.png,empty,none,empty,B6,13,,
20250826_155604_933205,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B6_20250826_155604_933205_rot180.png,empty,none,empty,B6,13,,
20250826_155604_933205,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B6_20250826_155604_933205_rot270.png,empty,none,empty,B6,13,,
20250826_155606_300430,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B7_20250826_155606_300430.png,empty,none,empty,B7,14,,
20250826_155606_300430,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B7_20250826_155606_300430_rot90.png,empty,none,empty,B7,14,,
20250826_155606_300430,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B7_20250826_155606_300430_rot180.png,empty,none,empty,B7,14,,
20250826_155606_300430,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B7_20250826_155606_300430_rot270.png,empty,none,empty,B7,14,,
20250826_155609_405828,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_knight/B8_20250826_155609_405828.png,black_knight,black,N,B8,15,,
20250826_155609_405828,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_knight/B8_20250826_155609_405828_rot90.png,black_knight,black,N,B8,15,,
20250826_155609_405828,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_knight/B8_20250826_155609_405828_rot180.png,black_knight,black,N,B8,15,,
20250826_155609_405828,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_knight/B8_20250826_155609_405828_rot270.png,black_knight,black,N,B8,15,,
20250826_155612_075690,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_bishop/C1_20250826_155612_075690.png,white_bishop,white,B,C1,16,,
20250826_155612_075690,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_bishop/C1_20250826_155612_075690_rot90.png,white_bishop,white,B,C1,16,,
20250826_155612_075690,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_bishop/C1_20250826_155612_075690_rot180.png,white_bishop,white,B,C1,16,,
20250826_155612_075690,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_bishop/C1_20250826_155612_075690_rot270.png,white_bishop,white,B,C1,16,,
20250826_155613_341825,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_155613_341825.png,empty,none,empty,C2,17,,
20250826_155613_341825,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_155613_341825_rot90.png,empty,none,empty,C2,17,,
20250826_155613_341825,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_155613_341825_rot180.png,empty,none,empty,C2,17,,
20250826_155613_341825,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_155613_341825_rot270.png,empty,none,empty,C2,17,,
20250826_155614_551591,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_155614_551591.png,empty,none,empty,C3,18,,
20250826_155614_551591,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_155614_551591_rot90.png,empty,none,empty,C3,18,,
20250826_155614_551591,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_155614_551591_rot180.png,empty,none,empty,C3,18,,
20250826_155614_551591,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_155614_551591_rot270.png,empty,none,empty,C3,18,,
20250826_155824_888916,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_queen/C4_20250826_155824_888916.png,black_queen,black,Q,C4,19,,
20250826_155824_888916,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_queen/C4_20250826_155824_888916_rot90.png,black_queen,black,Q,C4,19,,
20250826_155824_888916,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_queen/C4_20250826_155824_888916_rot180.png,black_queen,black,Q,C4,19,,
20250826_155824_888916,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_queen/C4_20250826_155824_888916_rot270.png,black_queen,black,Q,C4,19,,
20250826_155826_691390,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C5_20250826_155826_691390.png,empty,none,empty,C5,20,,
20250826_155826_691390,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C5_20250826_155826_691390_rot90.png,empty,none,empty,C5,20,,
20250826_155826_691390,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C5_20250826_155826_691390_rot180.png,empty,none,empty,C5,20,,
20250826_155826_691390,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C5_20250826_155826_691390_rot270.png,empty,none,empty,C5,20,,
20250826_155827_904444,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C6_20250826_155827_904444.png,empty,none,empty,C6,21,,
20250826_155827_904444,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C6_20250826_155827_904444_rot90.png,empty,none,empty,C6,21,,
20250826_155827_904444,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C6_20250826_155827_904444_rot180.png,empty,none,empty,C6,21,,
20250826_155827_904444,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C6_20250826_155827_904444_rot270.png,empty,none,empty,C6,21,,
20250826_155828_973268,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C7_20250826_155828_973268.png,empty,none,empty,C7,22,,
20250826_155828_973268,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C7_20250826_155828_973268_rot90.png,empty,none,empty,C7,22,,
20250826_155828_973268,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C7_20250826_155828_973268_rot180.png,empty,none,empty,C7,22,,
20250826_155828_973268,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C7_20250826_155828_973268_rot270.png,empty,none,empty,C7,22,,
20250826_155834_066480,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_bishop/C8_20250826_155834_066480.png,black_bishop,black,B,C8,23,,
20250826_155834_066480,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_bishop/C8_20250826_155834_066480_rot90.png,black_bishop,black,B,C8,23,,
20250826_155834_066480,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_bishop/C8_20250826_155834_066480_rot180.png,black_bishop,black,B,C8,23,,
20250826_155834_066480,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_bishop/C8_20250826_155834_066480_rot270.png,black_bishop,black,B,C8,23,,
20250826_155836_903453,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_king/D1_20250826_155836_903453.png,white_king,white,K,D1,24,,
20250826_155836_903453,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_king/D1_20250826_155836_903453_rot90.png,white_king,white,K,D1,24,,
20250826_155836_903453,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_king/D1_20250826_155836_903453_rot180.png,white_king,white,K,D1,24,,
20250826_155836_903453,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_king/D1_20250826_155836_903453_rot270.png,white_king,white,K,D1,24,,
20250826_155838_173077,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D2_20250826_155838_173077.png,empty,none,empty,D2,25,,
20250826_155838_173077,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D2_20250826_155838_173077_rot90.png,empty,none,empty,D2,25,,
20250826_155838_173077,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D2_20250826_155838_173077_rot180.png,empty,none,empty,D2,25,,
20250826_155838_173077,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D2_20250826_155838_173077_rot270.png,empty,none,empty,D2,25,,
20250826_155839_234634,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D3_20250826_155839_234634.png,empty,none,empty,D3,26,,
20250826_155839_234634,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D3_20250826_155839_234634_rot90.png,empty,none,empty,D3,26,,
20250826_155839_234634,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D3_20250826_155839_234634_rot180.png,empty,none,empty,D3,26,,
20250826_155839_234634,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D3_20250826_155839_234634_rot270.png,empty,none,empty,D3,26,,
20250826_155840_402569,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D4_20250826_155840_402569.png,empty,none,empty,D4,27,,
20250826_155840_402569,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D4_20250826_155840_402569_rot90.png,empty,none,empty,D4,27,,
20250826_155840_402569,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D4_20250826_155840_402569_rot180.png,empty,none,empty,D4,27,,
20250826_155840_402569,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D4_20250826_155840_402569_rot270.png,empty,none,empty,D4,27,,
20250826_155841_584234,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D5_20250826_155841_584234.png,empty,none,empty,D5,28,,
20250826_155841_584234,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D5_20250826_155841_584234_rot90.png,empty,none,empty,D5,28,,
20250826_155841_584234,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D5_20250826_155841_584234_rot180.png,empty,none,empty,D5,28,,
20250826_155841_584234,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D5_20250826_155841_584234_rot270.png,empty,none,empty,D5,28,,
20250826_155842_658254,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D6_20250826_155842_658254.png,empty,none,empty,D6,29,,
20250826_155842_658254,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D6_20250826_155842_658254_rot90.png,empty,none,empty,D6,29,,
20250826_155842_658254,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D6_20250826_155842_658254_rot180.png,empty,none,empty,D6,29,,
20250826_155842_658254,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D6_20250826_155842_658254_rot270.png,empty,none,empty,D6,29,,
20250826_155843_681537,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D7_20250826_155843_681537.png,empty,none,empty,D7,30,,
20250826_155843_681537,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D7_20250826_155843_681537_rot90.png,empty,none,empty,D7,30,,
20250826_155843_681537,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D7_20250826_155843_681537_rot180.png,empty,none,empty,D7,30,,
20250826_155843_681537,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D7_20250826_155843_681537_rot270.png,empty,none,empty,D7,30,,
20250826_155849_619999,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_king/D8_20250826_155849_619999.png,black_king,black,K,D8,31,,
20250826_155849_619999,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_king/D8_20250826_155849_619999_rot90.png,black_king,black,K,D8,31,,
20250826_155849_619999,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_king/D8_20250826_155849_619999_rot180.png,black_king,black,K,D8,31,,
20250826_155849_619999,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_king/D8_20250826_155849_619999_rot270.png,black_king,black,K,D8,31,,
20250826_155853_223244,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_queen/E1_20250826_155853_223244.png,white_queen,white,Q,E1,32,,
20250826_155853_223244,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_queen/E1_20250826_155853_223244_rot90.png,white_queen,white,Q,E1,32,,
20250826_155853_223244,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_queen/E1_20250826_155853_223244_rot180.png,white_queen,white,Q,E1,32,,
20250826_155853_223244,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_queen/E1_20250826_155853_223244_rot270.png,white_queen,white,Q,E1,32,,
20250826_155854_858778,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E2_20250826_155854_858778.png,empty,none,empty,E2,33,,
20250826_155854_858778,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E2_20250826_155854_858778_rot90.png,empty,none,empty,E2,33,,
20250826_155854_858778,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E2_20250826_155854_858778_rot180.png,empty,none,empty,E2,33,,
20250826_155854_858778,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E2_20250826_155854_858778_rot270.png,empty,none,empty,E2,33,,
20250826_155856_324572,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_155856_324572.png,empty,none,empty,E3,34,,
20250826_155856_324572,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_155856_324572_rot90.png,empty,none,empty,E3,34,,
20250826_155856_324572,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_155856_324572_rot180.png,empty,none,empty,E3,34,,
20250826_155856_324572,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_155856_324572_rot270.png,empty,none,empty,E3,34,,
20250826_155857_659521,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E4_20250826_155857_659521.png,empty,none,empty,E4,35,,
20250826_155857_659521,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E4_20250826_155857_659521_rot90.png,empty,none,empty,E4,35,,
20250826_155857_659521,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E4_20250826_155857_659521_rot180.png,empty,none,empty,E4,35,,
20250826_155857_659521,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E4_20250826_155857_659521_rot270.png,empty,none,empty,E4,35,,
20250826_155858_767977,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E5_20250826_155858_767977.png,empty,none,empty,E5,36,,
20250826_155858_767977,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E5_20250826_155858_767977_rot90.png,empty,none,empty,E5,36,,
20250826_155858_767977,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E5_20250826_155858_767977_rot180.png,empty,none,empty,E5,36,,
20250826_155858_767977,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E5_20250826_155858_767977_rot270.png,empty,none,empty,E5,36,,
20250826_155859_998170,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E6_20250826_155859_998170.png,empty,none,empty,E6,37,,
20250826_155859_998170,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E6_20250826_155859_998170_rot90.png,empty,none,empty,E6,37,,
20250826_155859_998170,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E6_20250826_155859_998170_rot180.png,empty,none,empty,E6,37,,
20250826_155859_998170,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E6_20250826_155859_998170_rot270.png,empty,none,empty,E6,37,,
20250826_155901_143489,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E7_20250826_155901_143489.png,empty,none,empty,E7,38,,
20250826_155901_143489,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E7_20250826_155901_143489_rot90.png,empty,none,empty,E7,38,,
20250826_155901_143489,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E7_20250826_155901_143489_rot180.png,empty,none,empty,E7,38,,
20250826_155901_143489,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E7_20250826_155901_143489_rot270.png,empty,none,empty,E7,38,,
20250826_155906_104922,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_queen/E8_20250826_155906_104922.png,black_queen,black,Q,E8,39,,
20250826_155906_104922,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_queen/E8_20250826_155906_104922_rot90.png,black_queen,black,Q,E8,39,,
20250826_155906_104922,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_queen/E8_20250826_155906_104922_rot180.png,black_queen,black,Q,E8,39,,
20250826_155906_104922,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_queen/E8_20250826_155906_104922_rot270.png,black_queen,black,Q,E8,39,,
20250826_155908_655108,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_bishop/F1_20250826_155908_655108.png,white_bishop,white,B,F1,40,,
20250826_155908_655108,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_bishop/F1_20250826_155908_655108_rot90.png,white_bishop,white,B,F1,40,,
20250826_155908_655108,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_bishop/F1_20250826_155908_655108_rot180.png,white_bishop,white,B,F1,40,,
20250826_155908_655108,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_bishop/F1_20250826_155908_655108_rot270.png,white_bishop,white,B,F1,40,,
20250826_155910_340857,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_155910_340857.png,empty,none,empty,F2,41,,
20250826_155910_340857,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_155910_340857_rot90.png,empty,none,empty,F2,41,,
20250826_155910_340857,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_155910_340857_rot180.png,empty,none,empty,F2,41,,
20250826_155910_340857,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_155910_340857_rot270.png,empty,none,empty,F2,41,,
20250826_155911_542644,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_155911_542644.png,empty,none,empty,F3,42,,
20250826_155911_542644,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_155911_542644_rot90.png,empty,none,empty,F3,42,,
20250826_155911_542644,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_155911_542644_rot180.png,empty,none,empty,F3,42,,
20250826_155911_542644,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_155911_542644_rot270.png,empty,none,empty,F3,42,,
20250826_155912_656348,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F4_20250826_155912_656348.png,empty,none,empty,F4,43,,
20250826_155912_656348,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F4_20250826_155912_656348_rot90.png,empty,none,empty,F4,43,,
20250826_155912_656348,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F4_20250826_155912_656348_rot180.png,empty,none,empty,F4,43,,
20250826_155912_656348,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F4_20250826_155912_656348_rot270.png,empty,none,empty,F4,43,,
20250826_155913_737097,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F5_20250826_155913_737097.png,empty,none,empty,F5,44,,
20250826_155913_737097,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F5_20250826_155913_737097_rot90.png,empty,none,empty,F5,44,,
20250826_155913_737097,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F5_20250826_155913_737097_rot180.png,empty,none,empty,F5,44,,
20250826_155913_737097,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F5_20250826_155913_737097_rot270.png,empty,none,empty,F5,44,,
20250826_155915_057427,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F6_20250826_155915_057427.png,empty,none,empty,F6,45,,
20250826_155915_057427,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F6_20250826_155915_057427_rot90.png,empty,none,empty,F6,45,,
20250826_155915_057427,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F6_20250826_155915_057427_rot180.png,empty,none,empty,F6,45,,
20250826_155915_057427,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F6_20250826_155915_057427_rot270.png,empty,none,empty,F6,45,,
20250826_155916_148436,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F7_20250826_155916_148436.png,empty,none,empty,F7,46,,
20250826_155916_148436,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F7_20250826_155916_148436_rot90.png,empty,none,empty,F7,46,,
20250826_155916_148436,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F7_20250826_155916_148436_rot180.png,empty,none,empty,F7,46,,
20250826_155916_148436,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F7_20250826_155916_148436_rot270.png,empty,none,empty,F7,46,,
20250826_155919_279297,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_bishop/F8_20250826_155919_279297.png,black_bishop,black,B,F8,47,,
20250826_155919_279297,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_bishop/F8_20250826_155919_279297_rot90.png,black_bishop,black,B,F8,47,,
20250826_155919_279297,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_bishop/F8_20250826_155919_279297_rot180.png,black_bishop,black,B,F8,47,,
20250826_155919_279297,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/black_bishop/F8_20250826_155919_279297_rot270.png,black_bishop,black,B,F8,47,,
20250826_155923_038317,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_knight/G1_20250826_155923_038317.png,white_knight,white,N,G1,48,,
20250826_155923_038317,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_knight/G1_20250826_155923_038317_rot90.png,white_knight,white,N,G1,48,,
20250826_155923_038317,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_knight/G1_20250826_155923_038317_rot180.png,white_knight,white,N,G1,48,,
20250826_155923_038317,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/white_knight/G1_20250826_155923_038317_rot270.png,white_knight,white,N,G1,48,,
20250826_155924_423904,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_155924_423904.png,empty,none,empty,G2,49,,
20250826_155924_423904,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_155924_423904_rot90.png,empty,none,empty,G2,49,,
20250826_155924_423904,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_155924_423904_rot180.png,empty,none,empty,G2,49,,
20250826_155924_423904,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_155924_423904_rot270.png,empty,none,empty,G2,49,,
20250826_155925_683240,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_155925_683240.png,empty,none,empty,G3,50,,
20250826_155925_683240,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_155925_683240_rot90.png,empty,none,empty,G3,50,,
20250826_155925_683240,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_155925_683240_rot180.png,empty,none,empty,G3,50,,
20250826_155925_683240,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_155925_683240_rot270.png,empty,none,empty,G3,50,,
20250826_155926_850231,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G4_20250826_155926_850231.png,empty,none,empty,G4,51,,
20250826_155926_850231,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G4_20250826_155926_850231_rot90.png,empty,none,empty,G4,51,,
20250826_155926_850231,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G4_20250826_155926_850231_rot180.png,empty,none,empty,G4,51,,
20250826_155926_850231,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G4_20250826_155926_850231_rot270.png,empty,none,empty,G4,51,,
20250826_155927_966719,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G5_20250826_155927_966719.png,empty,none,empty,G5,52,,
20250826_155927_966719,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G5_20250826_155927_966719_rot90.png,empty,none,empty,G5,52,,
20250826_155927_966719,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G5_20250826_155927_966719_rot180.png,empty,none,empty,G5,52,,
20250826_155927_966719,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G5_20250826_155927_966719_rot270.png,empty,none,empty,G5,52,,
20250826_155929_534800,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G6_20250826_155929_534800.png,empty,none,empty,G6,53,,
20250826_155929_534800,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G6_20250826_155929_534800_rot90.png,empty,none,empty,G6,53,,
